Pulsating Sphere-symmetric model
GENERAL INFORMATION
0,0,2
1.21,343
54.5901,0,0
NODES
193
       181  -0.35356   0.14645  -0.92388                                        
       182  -0.37533   0.07466  -0.92388                                        
       183  -0.38269   0.00000  -0.92388                                        
       184   0.19509   0.0      -0.98078                                        
       185   0.18024   0.07466  -0.98078                                        
       186   0.13795   0.13795  -0.98078                                        
       187   0.07466   0.18024  -0.98078                                        
       188   0.00000   0.19509  -0.98078                                        
       189  -0.07466   0.18024  -0.98078                                        
       190  -0.13795   0.13795  -0.98078                                        
       191  -0.18024   0.07466  -0.98078                                        
       192  -0.19509   0.00000  -0.98078                                        
       193   0.0       0.0      -1.0         
ELEMENTS
304
  1   1   3   2   2
  2   3  13  12  12
  3   3  12   2   2
  4   2  12  11  11
  5   1   4   3   3
  6   4  15  14  14
  7   4  14   3   3
  8   3  14  13  13
  9   1   5   4   4
 10   5  17  16  16
 11   5  16   4   4
 12   4  16  15  15
 13   1   6   5   5
 14   6  19  18  18
 15   6  18   5   5
 16   5  18  17  17
 17   1   7   6   6
 18   7  21  20  20
 19   7  20   6   6
 20   6  20  19  19
 21   1   8   7   7
 22   8  23  22  22
 23   8  22   7   7
 24   7  22  21  21
 25   1   9   8   8
 26   9  25  24  24
 27   9  24   8   8
 28   8  24  23  23
 29   1  10   9   9
 30  10  27  26  26
 31  10  26   9   9
 32   9  26  25  25
 33  11  12  28  28
 34  12  13  29  29
 35  29  39  38  38
 36  28  38  37  37
 37  28  12  29  38
 38  13  14  29  29
 39  14  15  30  30
 40  30  41  40  40
 41  29  40  39  39
 42  29  14  30  40
 43  15  16  30  30
 44  16  17  31  31
 45  31  43  42  42
 46  30  42  41  41
 47  30  16  31  42
 48  17  18  31  31
 49  18  19  32  32
 50  32  45  44  44
 51  31  44  43  43
 52  31  18  32  44
 53  19  20  32  32
 54  20  21  33  33
 55  33  47  46  46
 56  32  46  45  45
 57  32  20  33  46
 58  21  22  33  33
 59  22  23  34  34
 60  34  49  48  48
 61  33  48  47  47
 62  33  22  34  48
 63  23  24  34  34
 64  24  25  35  35
 65  35  51  50  50
 66  34  50  49  49
 67  34  24  35  50
 68  25  26  35  35
 69  26  27  36  36
 70  36  53  52  52
 71  35  52  51  51
 72  35  26  36  52
 73  37  38  54  54
 74  38  39  55  55
 75  55  65  64  64
 76  54  64  63  63
 77  54  38  55  64
 78  39  40  55  55
 79  40  41  56  56
 80  56  67  66  66
 81  55  66  65  65
 82  55  40  56  66
 83  41  42  56  56
 84  42  43  57  57
 85  57  69  68  68
 86  56  68  67  67
 87  56  42  57  68
 88  43  44  57  57
 89  44  45  58  58
 90  58  71  70  70
 91  57  70  69  69
 92  57  44  58  70
 93  45  46  58  58
 94  46  47  59  59
 95  59  73  72  72
 96  58  72  71  71
 97  58  46  59  72
 98  47  48  59  59
 99  48  49  60  60
100  60  75  74  74
101  59  74  73  73
102  59  48  60  74
103  49  50  60  60
104  50  51  61  61
105  61  77  76  76
106  60  76  75  75
107  60  50  61  76
108  51  52  61  61
109  52  53  62  62
110  62  79  78  78
111  61  78  77  77
112  61  52  62  78
113  63  64  80  80
114  64  65  81  81
115  81  91  90  90
116  80  90  89  89
117  80  64  81  90
118  65  66  81  81
119  66  67  82  82
120  82  93  92  92
121  81  92  91  91
122  81  66  82  92
123  67  68  82  82
124  68  69  83  83
125  83  95  94  94
126  82  94  93  93
127  82  68  83  94
128  69  70  83  83
129  70  71  84  84
130  84  97  96  96
131  83  96  95  95
132  83  70  84  96
133  71  72  84  84
134  72  73  85  85
135  85  99  98  98
136  84  98  97  97
137  84  72  85  98
138  73  74  85  85
139  74  75  86  86
140  86 101 100 100
141  85 100  99  99
142  85  74  86 100
143  75  76  86  86
144  76  77  87  87
145  87 103 102 102
146  86 102 101 101
147  86  76  87 102
148  77  78  87  87
149  78  79  88  88
150  88 105 104 104
151  87 104 103 103
152  87  78  88 104
153  89  90 106 106
154  90  91 107 107
155 107 117 116 116
156 106 116 115 115
157 106  90 107 116
158  91  92 107 107
159  92  93 108 108
160 108 119 118 118
161 107 118 117 117
162 107  92 108 118
163  93  94 108 108
164  94  95 109 109
165 109 121 120 120
166 108 120 119 119
167 108  94 109 120
168  95  96 109 109
169  96  97 110 110
170 110 123 122 122
171 109 122 121 121
172 109  96 110 122
173  97  98 110 110
174  98  99 111 111
175 111 125 124 124
176 110 124 123 123
177 110  98 111 124
178  99 100 111 111
179 100 101 112 112
180 112 127 126 126
181 111 126 125 125
182 111 100 112 126
183 101 102 112 112
184 102 103 113 113
185 113 129 128 128
186 112 128 127 127
187 112 102 113 128
188 103 104 113 113
189 104 105 114 114
190 114 131 130 130
191 113 130 129 129
192 113 104 114 130
193 115 116 132 132
194 116 117 133 133
195 133 143 142 142
196 132 142 141 141
197 132 116 133 142
198 117 118 133 133
199 118 119 134 134
200 134 145 144 144
201 133 144 143 143
202 133 118 134 144
203 119 120 134 134
204 120 121 135 135
205 135 147 146 146
206 134 146 145 145
207 134 120 135 146
208 121 122 135 135
209 122 123 136 136
210 136 149 148 148
211 135 148 147 147
212 135 122 136 148
213 123 124 136 136
214 124 125 137 137
215 137 151 150 150
216 136 150 149 149
217 136 124 137 150
218 125 126 137 137
219 126 127 138 138
220 138 153 152 152
221 137 152 151 151
222 137 126 138 152
223 127 128 138 138
224 128 129 139 139
225 139 155 154 154
226 138 154 153 153
227 138 128 139 154
228 129 130 139 139
229 130 131 140 140
230 140 157 156 156
231 139 156 155 155
232 139 130 140 156
233 141 142 158 158
234 142 143 159 159
235 159 169 168 168
236 158 168 167 167
237 158 142 159 168
238 143 144 159 159
239 144 145 160 160
240 160 171 170 170
241 159 170 169 169
242 159 144 160 170
243 145 146 160 160
244 146 147 161 161
245 161 173 172 172
246 160 172 171 171
247 160 146 161 172
248 147 148 161 161
249 148 149 162 162
250 162 175 174 174
251 161 174 173 173
252 161 148 162 174
253 149 150 162 162
254 150 151 163 163
255 163 177 176 176
256 162 176 175 175
257 162 150 163 176
258 151 152 163 163
259 152 153 164 164
260 164 179 178 178
261 163 178 177 177
262 163 152 164 178
263 153 154 164 164
264 154 155 165 165
265 165 181 180 180
266 164 180 179 179
267 164 154 165 180
268 155 156 165 165
269 156 157 166 166
270 166 183 182 182
271 165 182 181 181
272 165 156 166 182
273 193 184 185 185
274 184 167 168 168
275 184 168 185 185
276 185 168 169 169
277 193 185 186 186
278 185 169 170 170
279 185 170 186 186
280 186 170 171 171
281 193 186 187 187
282 186 171 172 172
283 186 172 187 187
284 187 172 173 173
285 193 187 188 188
286 187 173 174 174
287 187 174 188 188
288 188 174 175 175
289 193 188 189 189
290 188 175 176 176
291 188 176 189 189
292 189 176 177 177
293 193 189 190 190
294 189 177 178 178
295 189 178 190 190
296 190 178 179 179
297 193 190 191 191
298 190 179 180 180
299 190 180 191 191
300 191 180 181 181
301 193 191 192 192
302 191 181 182 182
303 191 182 192 192
304 192 182 183 183
